starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:11 2013	1357154471	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:11 2013	1357154471	0	19	19	19
Wed Jan 02 19:21:11 2013	1357154471	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:11 2013	1357154471	9	10	19	10
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:11 2013	1357154471	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:11 2013	1357154471	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:11 2013	1357154471	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:11 2013	1357154471	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:12 2013	1357154472	0	19	19	19
Wed Jan 02 19:21:11 2013	1357154471	0	19	19	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	20	19
Wed Jan 02 19:21:14 2013	1357154474	0	19	20	19
Wed Jan 02 19:21:13 2013	1357154473	0	19	20	19
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	19
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	19
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	9	10	20	10
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	10	11	20	11
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:12 2013	1357154472	0	20	20	20
Wed Jan 02 19:21:11 2013	1357154471	0	20	20	20
Wed Jan 02 19:21:14 2013	1357154474	0	20	20	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	21	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	21	20
Wed Jan 02 19:21:13 2013	1357154473	0	20	21	20
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	20
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	20
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	20
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	20
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	20
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	20
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	20
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	20
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	20
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	20
Wed Jan 02 19:21:11 2013	1357154471	10	11	21	11
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	10	11	21	11
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	10	12	21	12
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:11 2013	1357154471	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	21	21
Wed Jan 02 19:21:12 2013	1357154472	0	21	21	21
Wed Jan 02 19:21:14 2013	1357154474	0	21	22	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	22	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	22	21
Wed Jan 02 19:21:13 2013	1357154473	0	21	22	21
Wed Jan 02 19:21:12 2013	1357154472	0	22	22	21
Wed Jan 02 19:21:12 2013	1357154472	0	22	22	21
